,ID energetske izkaznice,Datum izdelave,Velja do,Šifra KO,Številka stavbe,Številka dela stavbe,Tip izkaznice,Potrebna toplota za ogrevanje,Dovedena energija za delovanje stavbe,Celotna energija,Dovedena električna energija,Primarna energija,Emisije CO2,Kondicionirana površina stavbe,Energijski razred,EPBD 
2830,2024-983-194-119348,30.12.2024,30122034,1077,44,0.0,merjena,,,260140.0,95100.0,292011.2,98036.0,1082.0,A1,IZOBRAZ
2836,2025-798-80-116129,07.01.2025,7012035,1185,339,0.0,merjena,,,33436.3,30199.0,48859.53,13622.0,418.0,A1,IZOBRAZ
2837,2025-798-80-118611,07.01.2025,7012035,1199,187,0.0,merjena,,,67957.86,23973.0,84342.85,22824.0,950.0,A1,IZOBRAZ
2838,2025-798-80-118656,07.01.2025,7012035,1200,940,0.0,merjena,,,78761.5,50746.0,106936.05,27477.0,1004.0,A1,IZOBRAZ
2845,2024-735-58-114199,11.06.2024,11062034,1835,1898,0.0,merjena,,,58278.0,23290.0,73421.8,16779.0,337.0,A1,DRUGO
2914,2025-923-214-120936,25.02.2025,25022035,400,5202,0.0,merjena,,,72779.5,25921.0,48253.2,12761.0,930.0,A1,DRUGO
2921,2025-1033-412-118716,11.03.2025,11032035,657,749,0.0,merjena,,,164607.0,78732.0,223041.3,48375.0,2413.0,A1,BLOKI
2922,2025-1033-412-118723,11.03.2025,11032035,658,1911,0.0,merjena,,,424979.0,91979.0,570868.5,125211.0,4272.0,A1,BLOKI
2924,2025-1033-412-118750,11.03.2025,11032035,658,1910,0.0,merjena,,,480584.0,99841.0,644727.4,140926.0,4213.0,A1,BLOKI
2925,2025-1033-412-120807,11.03.2025,11032035,1577,120,0.0,merjena,,,148660.0,69162.0,129977.34,29048.0,2789.0,A1,PISARNE
2926,2025-1033-412-120882,11.03.2025,11032035,1577,4977,0.0,merjena,,,843199.0,519370.0,885918.57,218135.0,2638.0,A1,BOLNICA
2940,2025-827-121-120824,19.02.2025,19022035,1771,2716,0.0,merjena,,,154989.0,116059.0,216911.5,56531.0,4414.0,A1,DRUGO
3021,2025-966-184-119352,03.02.2025,3022035,1757,879,0.0,merjena,,,700698.0,470928.0,959139.0,243744.0,2149.0,A1,DRUGO
3025,2025-984-207-120216,04.02.2025,4022035,1738,1360,0.0,merjena,,,1121991.0,456424.0,1549873.1,364746.0,15817.0,A1,PRODAJA
3066,2025-866-17-121610,17.03.2025,17032035,2650,594,0.0,merjena,,,8742255.0,3483045.0,11009698.5,2514721.0,34531.0,A1,HOTELI
3082,2025-927-316-119757,20.01.2025,20012035,2605,1191,0.0,merjena,,,403357.0,403357.0,605035.5,169410.0,3795.0,A1,PISARNE
3098,2023-806-343-102158,05.01.2023,5012033,2605,121,4.0,računska,65.48,7655.0,177438.56341134472,303.66,11933.4,2471.0,61.0,D,STANOVANJE
3099,2023-806-343-102164,05.01.2023,5012033,660,3677,9.0,računska,30.08,5871.0,176535.47119752268,45.4,7690.5,1721.0,50.0,B2,STANOVANJE
3100,2023-806-343-102030,06.01.2023,6012033,2706,387,31.0,računska,66.12,8756.0,177613.89809467716,87.6,10352.1,2783.0,68.0,D,STANOVANJE
3101,2023-806-343-102041,06.01.2023,6012033,1726,113,3.0,računska,82.48,3858.0,175365.7457799495,89.33,8883.0,1883.0,21.0,D,STANOVANJE
3102,2023-636-167-102140,09.01.2023,9012033,2653,46,0.0,računska,113.34,313498.0,260371.1921631847,7477.0,411631.0,78442.0,1392.0,E,HOTELI
3103,2023-549-386-102191,09.01.2023,9012033,2191,1585,4.0,računska,64.66,8703.0,177457.8996160294,181.88,8704.6,1616.0,69.0,D,STANOVANJE
3104,2023-806-343-102195,09.01.2023,9012033,1073,377,0.0,računska,50.01,12502.0,181487.03798732779,137.03,14661.9,2730.0,157.0,C,HISA
3105,2023-548-101-102170,09.01.2023,9012033,105,709,1.0,računska,115.35,22441.0,179200.75665262263,97.0,10554.0,1835.0,110.0,E,HISA
3106,2023-545-17-102169,09.01.2023,9012033,657,1324,0.0,računska,62.54,846493.0,496778.2818383429,9117.36,1140060.0,226666.0,5988.0,D,BLOKI
3107,2023-806-343-102196,09.01.2023,9012033,1973,288,1.0,računska,130.28,24917.0,180711.50404671175,182.67,31957.7,6056.0,119.0,E,HISA
3108,2023-545-17-102197,09.01.2023,9012033,665,1126,2.0,računska,84.43,7186.0,175890.50102732424,185.62,6828.7,1369.0,34.0,D,STANOVANJE
3110,2023-592-244-102133,09.01.2023,9012033,1911,1001,0.0,računska,94.3,63034.0,195829.47599871404,1112.0,80611.0,18838.0,376.0,D,HISA
3111,2023-649-400-102116,09.01.2023,9012033,2636,913,4.0,računska,116.97,17079.0,180230.0636190715,198.0,26066.0,6494.0,105.0,E,BLOKI
3120,2023-599-364-107421,11.09.2023,11092033,2155,525,0.0,merjena,,,332428.0,95168.0,403738.0,92168.0,1530.0,A1,PISARNE
3164,2025-927-316-119963,24.01.2025,24012035,2636,2073,0.0,merjena,,,358417.0,136525.0,255822.66,57341.0,4328.0,A1,PISARNE
3247,2025-827-121-119992,26.01.2025,26012035,1772,1136,0.0,merjena,,,47069.7,37698.0,58421.34,16208.0,600.0,A1,DRUGO
3261,2025-806-343-121307,08.03.2025,8032035,1730,2071,2.0,merjena,,,421276.0,233779.0,594414.6,146936.0,4012.0,A1,PISARNE
3269,2025-770-416-119889,22.01.2025,22012035,1754,506,10.0,merjena,,,51938.0,17209.0,64015.4,14174.0,306.0,A1,PISARNE
3289,2025-972-42-119898,31.01.2025,31012035,1722,7643,561.0,merjena,,,162632.5,80619.0,211143.35,51903.0,1885.0,A1,PISARNE
3378,2025-958-166-119833,22.01.2025,22012035,1720,350,0.0,merjena,,,449185.0,131942.0,610328.9,137899.0,4163.0,A1,IZOBRAZ
3408,2025-927-316-119501,09.01.2025,9012035,2098,156,0.0,merjena,,,249360.0,66100.0,337388.0,75410.0,1600.0,A1,PISARNE
3430,2025-876-87-120645,13.02.2025,13022035,529,270,0.0,merjena,,,31072.65,6970.0,36967.92,9917.0,456.0,A1,DRUGO
3457,2025-866-17-121641,18.03.2025,18032035,1422,1455,1.0,merjena,,,578418.0,578418.0,867627.0,242936.0,1612.0,A1,PRODAJA
3459,2025-913-244-121476,21.03.2025,21032035,2023,654,0.0,merjena,,,554785.95,508373.0,836542.75,226976.0,9913.0,A1,IZOBRAZ
3482,2025-913-244-121459,21.03.2025,21032035,2021,577,0.0,merjena,,,28015.5,5129.0,32868.65,8791.0,403.0,A1,DRUGO
3485,2025-913-244-121457,21.03.2025,21032035,2023,74,0.0,merjena,,,56039.0,56039.0,84058.5,23536.0,581.0,A1,DRUGO
3516,2025-993-242-120768,18.03.2025,18032035,2304,560,0.0,merjena,,,12789.0,12789.0,19183.5,5371.0,274.0,A1,PISARNE
3532,2025-813-34-120779,19.02.2025,19022035,1856,1188,2.0,merjena,,,28937.0,-4200.0,0.0,-1764.0,870.0,A1,HOTELI
3533,2025-923-214-120657,20.02.2025,20022035,345,29,0.0,merjena,,,38690.0,7001.0,45359.4,12130.0,258.0,A1,DRUGO
3534,2025-923-214-120719,20.02.2025,20022035,345,13,0.0,merjena,,,39622.96,8276.0,46895.66,12567.0,798.0,A1,DRUGO
3550,2025-958-166-120614,13.02.2025,13022035,2636,3626,0.0,merjena,,,3448664.0,996372.0,4682537.6,1056072.0,27182.0,A1,PISARNE
3564,2025-912-380-120997,27.02.2025,27022035,680,1372,0.0,merjena,,,513455.0,330698.0,697079.7,175445.0,3928.0,A1,PISARNE
3568,2025-926-87-120871,28.02.2025,28022035,1322,667,0.0,merjena,,,38263.0,14385.0,52618.9,12250.0,185.0,A1,IZOBRAZ
3569,2025-926-87-120902,28.02.2025,28022035,1315,324,0.0,merjena,,,265441.0,74364.0,321730.7,69448.0,1749.0,A1,IZOBRAZ
3570,2025-926-87-120903,28.02.2025,28022035,1321,86,0.0,merjena,,,715535.0,229680.0,878960.5,193637.0,8808.0,A1,IZOBRAZ
3571,2025-926-87-120912,28.02.2025,28022035,1326,981,0.0,merjena,,,422535.22,98734.0,504282.34,135371.0,3480.0,A1,IZOBRAZ
3572,2025-926-87-120913,28.02.2025,28022035,1326,1799,0.0,merjena,,,109554.82,28602.0,131951.1,35489.0,870.0,A1,IZOBRAZ
3612,2024-923-22-118693,18.12.2024,18122034,400,2603,1.0,merjena,,,241307.0,160486.0,240729.0,67404.0,1908.0,A1,PISARNE
3641,2025-913-410-119882,07.02.2025,7022035,2144,1120,0.0,merjena,,,140017.0,34840.0,167954.7,35668.0,1167.0,A1,IZOBRAZ
3642,2025-915-124-121154,04.03.2025,4032035,77,217,0.0,merjena,,,81055.0,-81055.0,29173.5,-34043.0,2571.0,A1,DRUGO
3664,2025-866-17-121519,14.03.2025,14032035,1077,509,0.0,merjena,,,148331.0,76767.0,193870.9,46555.0,641.0,A1,BOLNICA
3667,2025-923-214-121198,17.03.2025,17032035,506,6,0.0,merjena,,,112312.0,10273.0,35817.3,8396.0,343.0,A1,DRUGO
3668,2025-923-214-121200,17.03.2025,17032035,506,1,0.0,merjena,,,48169.0,18111.0,33178.1,8809.0,389.0,A1,DRUGO
3694,2024-876-87-118347,23.11.2024,23112034,1756,4643,0.0,merjena,,,1410672.0,567805.0,1778861.2,407052.0,6038.0,A1,STANOVANJE
3711,2024-872-67-108082,02.02.2024,2022034,1725,430,2.0,merjena,,,320397.0,132397.0,442995.5,104487.0,4826.0,A1,PISARNE
3736,2025-889-106-120119,29.01.2025,29012035,1911,299,0.0,merjena,,,123046.0,123046.0,184569.0,51679.0,1476.0,A1,HOTELI
3738,2025-926-87-121096,03.03.2025,3032035,1341,50,0.0,merjena,,,168123.02,50753.0,205236.52,55354.0,2218.0,A1,IZOBRAZ
3757,2025-958-166-118942,27.01.2025,27012035,1740,127,0.0,merjena,,,1571017.0,1090802.0,2260482.5,582993.0,2722.0,A1,PISARNE
3771,2025-866-17-121613,17.03.2025,17032035,1026,29,0.0,merjena,,,5797679.0,2116232.0,7223939.7,1625107.0,15849.0,A1,HOTELI
3789,2024-927-316-118868,13.12.2024,13122034,1738,2152,0.0,merjena,,,1011724.0,563779.0,948695.85,236787.0,3815.0,A1,PISARNE
3806,2022-686-239-101614,02.12.2022,2122032,2630,1490,13.0,računska,86.35,6116.0,176522.66914549455,0.0,15291.0,3241.0,42.0,D,STANOVANJE
3807,2022-621-162-101613,02.12.2022,2122032,1862,296,18.0,računska,29.93,5608.0,177282.78418600414,151.0,7238.0,1374.0,67.0,B2,STANOVANJE
3824,2025-958-166-121373,11.03.2025,11032035,1753,2312,0.0,merjena,,,300000.0,100000.0,370000.0,82000.0,2594.0,A1,PISARNE
3847,2024-909-126-116466,07.10.2024,7102034,184,1357,0.0,merjena,,,1407683.0,446310.0,1801384.3,385332.0,6112.0,A1,DRUGO
3857,2024-909-126-116757,07.10.2024,7102034,625,9,0.0,merjena,,,42051.51,5058.0,48279.86,12852.0,356.0,A1,IZOBRAZ
3858,2024-909-126-116758,07.10.2024,7102034,625,140,0.0,merjena,,,78479.66,7004.0,89129.23,23670.0,356.0,A1,IZOBRAZ
3975,2024-735-58-114388,12.07.2024,12072034,1074,1715,0.0,merjena,,,10286737.0,8180904.0,15055396.9,3983496.0,38894.0,A1,PRODAJA
4021,2025-987-215-119847,27.01.2025,27012035,656,959,0.0,merjena,,,81461.0,40706.0,105889.5,28915.0,1212.0,A1,HOTELI
4064,2025-927-316-119500,09.01.2025,9012035,2098,161,0.0,merjena,,,4756.0,4756.0,7134.0,1998.0,650.0,A1,DRUGO
4150,2024-876-87-118358,23.11.2024,23112034,1724,4386,0.0,merjena,,,1833945.0,563825.0,2496893.5,567038.0,10305.0,A1,STANOVANJE
4162,2017-162-166-60089,21.04.2017,21042027,1738,2358,0.0,merjena,,,35292.31,7138.0,48814.74,9414.0,101.0,A1,PISARNE
4163,2017-162-166-60090,21.04.2017,21042027,1738,2357,0.0,merjena,,,35292.31,7138.0,48814.74,9414.0,101.0,A1,PISARNE
4247,2017-494-32-60361,04.07.2017,4072027,532,773,1.0,merjena,,,19281.0,7602.0,20172.9,4029.0,170.0,A1,PISARNE
4258,2017-162-166-60404,07.07.2017,7072027,1961,1469,0.0,merjena,,,150940.06,32584.0,211651.67,40941.0,1101.0,A1,PISARNE
4448,2017-162-166-60554,25.08.2017,25082027,1938,2344,0.0,merjena,,,148152.45,88160.0,286391.7,58723.0,959.0,A1,PISARNE
4452,2017-162-166-60562,29.08.2017,29082027,1723,9370,109.0,merjena,,,12277.88,4664.0,20035.27,3995.0,211.0,A1,PISARNE
4617,2017-162-166-60525,16.08.2017,16082027,1740,3472,0.0,merjena,,,472612.0,248497.0,890180.5,205661.0,2898.0,A1,PRODAJA
4693,2017-163-167-60914,17.11.2017,17112027,1760,20,0.0,merjena,,,178483.88972281062,0.0,0.0,0.0,106.0,A1,HISA
4834,2022-836-32-101946,20.12.2022,20122032,707,213,0.0,računska,207.75,30867.0,180844.6592162147,270.57,41929.9,9756.0,99.0,F,HISA
4843,2018-189-42-63244,10.05.2018,10052028,1026,855,0.0,merjena,,,504563.0,504563.0,1261407.5,267418.0,1547.0,A1,PRODAJA
4956,2018-20-39-61398,04.02.2018,4022028,949,387,0.0,merjena,,,16636.88,11627.0,34578.37,7490.0,816.0,A1,IZOBRAZ
5043,2018-149-379-62048,12.03.2018,12032028,258,175,0.0,merjena,,,181289.98,57220.0,279526.98,63205.0,1365.0,A1,IZOBRAZ
5053,2018-20-39-62167,14.03.2018,14032028,958,139,0.0,merjena,,,63418.01,15282.0,91154.61,17727.0,423.0,A1,DRUGO
5113,2018-442-237-64138,27.05.2018,27052028,506,524,1.0,merjena,,,155745.93,108845.0,323703.52,67772.0,420.0,A1,PRODAJA
5136,2018-237-219-61112,03.01.2018,3012028,184,527,2.0,merjena,,,5080.52,1640.0,7884.57,1781.0,33.0,A1,PISARNE
5174,2018-363-291-62411,22.03.2018,22032028,1178,1777,6.0,merjena,,,16801.49,12379.0,35812.24,7445.0,105.0,A1,DRUGO
5175,2018-363-291-62418,22.03.2018,22032028,1119,657,12.0,merjena,,,29025.28,14547.0,52293.61,10823.0,163.0,A1,DRUGO
5176,2018-363-291-62420,22.03.2018,22032028,1095,578,6.0,merjena,,,18008.68,10437.0,34421.35,7160.0,86.0,A1,DRUGO
5178,2018-363-291-62382,22.03.2018,22032028,123,336,17.0,merjena,,,29196.54,10495.0,46809.19,10518.0,98.0,A1,DRUGO
5328,2017-163-167-60914,17.11.2017,17112027,1760,19,0.0,merjena,,,178483.88972281062,0.0,0.0,0.0,106.0,A1,HISA
5329,2018-149-379-62048,12.03.2018,12032028,258,174,0.0,merjena,,,181289.98,57220.0,279526.98,63205.0,1365.0,A1,IZOBRAZ
5331,2017-162-166-60090,21.04.2017,21042027,1738,2358,0.0,merjena,,,35292.31,7138.0,48814.74,9414.0,101.0,A1,PISARNE
5339,2017-162-166-60404,07.07.2017,7072027,1961,1436,0.0,merjena,,,150940.06,32584.0,211651.67,40941.0,1101.0,A1,PISARNE
5350,2022-802-392-98289,12.07.2022,12072032,1695,333,7.0,računska,42.55,64944.0,211889.1353624133,623.0,107330.0,21449.0,744.0,C,BLOKI
5368,2018-480-121-62581,27.03.2018,27032028,1908,84,1.0,merjena,,,311505.0,55592.0,164571.3,29464.0,1089.0,A1,PISARNE
5386,2018-363-291-62384,28.03.2018,28032028,302,240,1.0,merjena,,,16019.52,8052.0,28894.27,6379.0,111.0,A1,DRUGO
5420,2018-363-291-62382,22.03.2018,22032028,123,336,4.0,merjena,,,29196.54,10495.0,46809.19,10518.0,98.0,A1,DRUGO
5449,2018-494-32-61949,06.03.2018,6032028,657,1332,13.0,merjena,,,97612.5,41025.0,164808.75,36739.0,1984.0,A1,PISARNE
5498,2018-1-6-62878,09.04.2018,9042028,1456,14,0.0,merjena,,,72777.5,33477.0,126923.05,25603.0,647.0,A1,PRODAJA
5592,2018-24-61-62446,17.05.2018,17052028,635,1434,0.0,merjena,,,31685.33,5267.0,42227.66,9792.0,455.0,A1,DRUGO
5711,2018-47-110-64256,22.05.2018,22052028,607,1,0.0,merjena,,,34492.02,9674.0,51484.82,11704.0,232.0,A1,PISARNE
5714,2018-124-36-64021,23.05.2018,23052028,166,1658,0.0,merjena,,,3756846.38,1998392.0,5115194.02,1089493.0,7257.0,A1,HOTELI
5735,2017-162-166-61082,29.12.2017,29122027,1938,880,0.0,merjena,,,382175.01,24370.0,454510.51,84477.0,1591.0,A1,DRUGO
5736,2017-162-166-61080,29.12.2017,29122027,1938,856,0.0,merjena,,,393835.47,106885.0,582858.02,114039.0,1596.0,A1,IZOBRAZ
5796,2018-124-36-63437,03.05.2018,3052028,259,359,0.0,merjena,,,432262.02,213827.0,774846.02,157015.0,2371.0,A1,HOTELI
5837,2018-124-36-64221,22.05.2018,22052028,166,4528,0.0,merjena,,,33397.77,6020.0,45165.55,8666.0,238.0,A1,HOTELI
5934,2018-491-300-62563,09.05.2018,9052028,680,4047,0.0,merjena,,,479830.0,194783.0,800509.2,160244.0,3140.0,A1,PISARNE
5968,2018-83-115-60934,08.01.2018,8012028,2490,29,0.0,merjena,,,521094.0,83751.0,253111.8,44388.0,6242.0,A1,IZOBRAZ
5998,2018-480-121-61695,20.02.2018,20022028,1959,3255,0.0,merjena,,,314039.0,157606.0,566091.3,124986.0,1984.0,A1,DRUGO
6043,2018-310-174-63127,16.04.2018,16042028,1722,8256,0.0,merjena,,,233035.45,97283.0,392535.2,78710.0,1803.0,A1,DRUGO
6064,2018-51-15-63673,10.05.2018,10052028,2605,156,0.0,merjena,,,135620.0,135620.0,339050.0,71879.0,1860.0,A1,PISARNE
6116,2025-958-166-120901,22.02.2025,22022035,1728,77,0.0,merjena,,,157643.0,42400.0,213415.9,47771.0,1250.0,A1,DRUGO
6171,2018-494-32-61949,06.03.2018,6032028,657,1332,17.0,merjena,,,97612.5,41025.0,164808.75,36739.0,1984.0,A1,PISARNE
6175,2018-163-167-62426,26.03.2018,26032028,1756,2621,15.0,merjena,,,31211.19,17224.0,58445.91,11926.0,201.0,A1,PISARNE
6232,2018-498-316-61738,23.02.2018,23022028,2190,486,0.0,merjena,,,89576.0,89576.0,223940.0,47475.0,275.0,A1,HOTELI
6311,2018-285-276-62853,19.04.2018,19042028,1737,96,0.0,merjena,,,2296508.0,1752220.0,5033695.6,1108292.0,1694.0,A1,PISARNE
6312,2018-285-276-62850,19.04.2018,19042028,2029,288,0.0,merjena,,,526832.0,526832.0,1317080.0,279221.0,1200.0,A1,PISARNE
6353,2018-1-6-62985,10.04.2018,10042028,1456,9,0.0,merjena,,,738596.44,490937.0,1499767.88,309729.0,6708.0,A1,PRODAJA
6363,2018-95-126-63107,17.04.2018,17042028,1973,1019,0.0,merjena,,,2091917.81,534832.0,3049874.39,594878.0,7721.0,A1,DRUGO
6417,2018-164-168-62660,29.03.2018,29032028,2490,928,46.0,merjena,,,3746.18,1704.0,6506.4,1444.0,28.0,A1,PISARNE
6453,2018-145-162-62475,24.03.2018,24032028,1077,1682,4.0,merjena,,,1683.0,1683.0,4207.5,892.0,28.0,A1,PRODAJA
6454,2018-145-162-62480,24.03.2018,24032028,1077,1682,6.0,merjena,,,1457.0,1457.0,3642.5,772.0,27.0,A1,PRODAJA
6549,2018-124-36-64233,23.05.2018,23052028,166,4528,0.0,merjena,,,33397.77,6020.0,45165.55,8666.0,419.0,A1,HOTELI
6579,2018-128-132-63968,18.05.2018,18052028,1732,334,0.0,merjena,,,1743636.0,635782.0,2918879.8,702556.0,6635.0,A1,DRUGO
6641,2018-124-36-64268,23.05.2018,23052028,166,4529,0.0,merjena,,,163257.62,29420.0,86021.38,18767.0,2042.0,A1,HOTELI
6744,2018-95-126-63070,17.04.2018,17042028,541,23,0.0,merjena,,,142833.0,20016.0,197420.4,51138.0,1241.0,A1,PISARNE
6769,2018-95-126-64531,30.05.2018,30052028,1676,2059,0.0,merjena,,,855265.0,358292.0,1492097.6,353896.0,5669.0,A1,DRUGO
6844,2018-480-121-64639,01.06.2018,1062028,1379,957,1.0,merjena,,,64731.0,33723.0,121517.1,28106.0,546.0,A1,PISARNE
6846,2018-241-239-64676,04.06.2018,4062028,2631,3637,20.0,merjena,,,11379.0,11379.0,28447.5,6031.0,125.0,A1,PRODAJA
6902,2018-324-58-64853,09.06.2018,9062028,2490,604,0.0,merjena,,,38114.12,4393.0,48075.73,11770.0,226.0,A1,DRUGO
6998,2024-972-42-114818,07.08.2024,7082034,1730,1833,0.0,merjena,,,188768.0,104274.0,252688.81,62468.0,1587.0,A1,PRODAJA
6999,2024-972-42-114790,07.08.2024,7082034,1730,243,0.0,merjena,,,918579.0,587640.0,1258564.83,319946.0,4988.0,A1,PRODAJA
7121,2018-489-380-64443,29.05.2018,29052028,657,1389,242.0,merjena,,,114941.38,17836.0,151405.92,28874.0,693.0,A1,PISARNE
7357,2022-802-392-98290,12.07.2022,12072032,1695,333,8.0,računska,42.55,64944.0,211889.1353624133,623.0,107330.0,21449.0,744.0,C,BLOKI
7386,2018-95-126-63113,17.04.2018,17042028,1992,1036,0.0,merjena,,,1386119.4,231135.0,1848320.34,370823.0,4944.0,A1,DRUGO
7451,2018-237-219-64879,12.07.2018,12072028,187,329,0.0,merjena,,,131167.19,102249.0,287432.51,60409.0,1052.0,A1,PRODAJA
7460,2018-86-124-61867,28.02.2018,28022028,2100,724,0.0,merjena,,,193108.98675701625,0.0,0.0,0.0,445.0,A1,DRUGO
7516,2018-235-232-60489,31.05.2018,31052028,2635,1803,0.0,merjena,,,440354.41,149597.0,693825.65,137438.0,2160.0,A1,DRUGO
7544,2018-480-121-65021,14.06.2018,14062028,1753,3212,130.0,merjena,,,100140.89,43444.0,170976.58,34365.0,403.0,A1,PISARNE
7749,2018-164-168-62662,30.03.2018,30032028,2490,928,25.0,merjena,,,2223.26,0.0,2445.59,589.0,30.0,A1,PISARNE
7804,2018-362-286-64005,18.06.2018,18062028,680,5137,0.0,merjena,,,5182246.98,2279370.0,8891589.68,1788642.0,16726.0,A1,DRUGO
7815,2018-200-193-64913,19.06.2018,19062028,936,1116,0.0,merjena,,,19619.0,29774.0,-185953.3,-41498.0,1626.0,A1,SPORT
7816,2018-200-193-64817,19.06.2018,19062028,964,3619,0.0,merjena,,,1109174.0,266626.0,1677622.6,419353.0,1417.0,A1,SPORT
8233,2018-546-6-65752,11.07.2018,11072028,2604,2355,0.0,merjena,,,384488.85,288372.0,826658.54,173502.0,2394.0,A1,PRODAJA
8234,2018-546-6-65749,11.07.2018,11072028,1722,771,0.0,merjena,,,886186.92,541138.0,1732398.81,355813.0,6349.0,A1,PRODAJA
8371,2018-163-167-61322,24.01.2018,24012028,1798,101,0.0,merjena,,,176369.93764412013,0.0,0.0,0.0,57.0,A1,HISA
8512,2018-546-6-65744,11.07.2018,11072028,2120,1402,0.0,merjena,,,878286.93,923929.0,1699616.22,348554.0,13071.0,A1,PRODAJA
8513,2018-546-6-65741,11.07.2018,11072028,2096,652,0.0,merjena,,,651258.53,325500.0,1172084.38,237667.0,3335.0,A1,PRODAJA
8514,2018-546-6-65739,11.07.2018,11072028,2175,75,0.0,merjena,,,1063312.97,640468.0,2066299.47,424017.0,5402.0,A1,PRODAJA
8572,2018-363-291-62627,30.03.2018,30032028,1425,398,1.0,merjena,,,48609.93,8104.0,64816.52,13004.0,152.0,A1,DRUGO
8573,2018-363-291-62625,30.03.2018,30032028,1484,240,3.0,merjena,,,32636.55,23498.0,68797.41,14282.0,221.0,A1,DRUGO
8629,2018-399-328-65365,09.07.2018,9072028,259,2290,0.0,merjena,,,20453.0,20453.0,51132.5,10840.0,631.0,A1,PISARNE
8638,2018-285-276-63220,21.04.2018,21042028,2029,288,0.0,merjena,,,340374.0,259391.0,737558.8,158938.0,1200.0,A1,PISARNE
8639,2018-285-276-63219,21.04.2018,21042028,1737,96,0.0,merjena,,,2489508.0,1945220.0,5516195.6,1210582.0,1694.0,A1,PISARNE
8773,2018-168-127-61689,21.02.2018,21022028,199,53,0.0,merjena,,,32835.0,32835.0,82087.5,17403.0,214.0,A1,PISARNE
8826,2018-20-39-61399,04.02.2018,4022028,945,81,0.0,merjena,,,29981.36,23885.0,66418.5,14275.0,357.0,A1,IZOBRAZ
8901,2018-192-179-62959,05.06.2018,5062028,681,4487,0.0,merjena,,,25491.52,6400.0,37000.67,7210.0,165.0,A1,PRODAJA
8955,2018-498-316-62421,26.03.2018,26032028,1722,344,1.0,merjena,,,37262.36,25065.0,76079.6,15724.0,182.0,A1,HISA
9055,2018-257-250-66241,30.07.2018,30072028,1577,244,0.0,merjena,,,430899.19,48272.0,312901.61,65342.0,738.0,A1,HOTELI
9067,2018-264-232-66796,28.08.2018,28082028,850,470,0.0,merjena,,,205237.25,54901.0,302622.38,59165.0,1253.0,A1,DRUGO
9076,2018-310-174-66786,29.08.2018,29082028,1997,1413,0.0,merjena,,,654859.36,558487.0,1502227.1,316718.0,3787.0,A1,DRUGO
9077,2018-310-174-66789,29.08.2018,29082028,1997,1411,0.0,merjena,,,29394.0,29394.0,73485.0,15579.0,2042.0,A1,DRUGO
9092,2018-570-61-66138,31.07.2018,31072028,665,1103,0.0,merjena,,,231855.12,36811.0,306576.04,58519.0,843.0,A1,DRUGO
9145,2018-217-207-66319,09.08.2018,9082028,259,523,5.0,merjena,,,15423.0,4504.0,24362.8,5990.0,115.0,A1,PISARNE
9152,2018-141-158-65003,24.07.2018,24072028,1738,2894,0.0,merjena,,,401999.0,193315.0,733708.3,171323.0,1020.0,A1,DRUGO
9153,2018-141-158-65042,24.07.2018,24072028,1738,2062,0.0,merjena,,,28650.0,13783.0,52297.9,12211.0,72.0,A1,DRUGO
9156,2018-95-126-65943,30.07.2018,30072028,1322,685,9.0,merjena,,,13616.0,4319.0,21953.9,5357.0,107.0,A1,PISARNE
9158,2018-95-126-65944,30.07.2018,30072028,1737,613,7.0,merjena,,,210042.0,74315.0,348659.9,84177.0,1825.0,A1,PISARNE
9161,2018-95-126-65947,30.07.2018,30072028,882,10211,19.0,merjena,,,36585.0,13070.0,60893.0,14687.0,194.0,A1,PISARNE
9162,2018-95-126-65949,30.07.2018,30072028,657,1908,2.0,merjena,,,117734.0,48601.0,204462.1,48572.0,700.0,A1,PISARNE
9163,2018-95-126-65951,30.07.2018,30072028,2100,384,3.0,merjena,,,127742.17,68924.0,237009.99,48293.0,409.0,A1,PISARNE
9164,2018-95-126-65952,30.07.2018,30072028,1077,3084,40.0,merjena,,,81849.17,21137.0,119625.89,23345.0,628.0,A1,PISARNE
9165,2018-95-126-65956,30.07.2018,30072028,1871,815,1.0,merjena,,,43717.0,12919.0,69255.1,17010.0,331.0,A1,PISARNE
9168,2018-95-126-65958,30.07.2018,30072028,657,2318,12.0,merjena,,,13115.37,6761.0,23892.31,4854.0,92.0,A1,PISARNE
9169,2018-95-126-65959,30.07.2018,30072028,1725,230,1.0,merjena,,,486936.0,324709.0,1006444.9,225631.0,1640.0,A1,PISARNE
9170,2018-95-126-65987,30.07.2018,30072028,1959,5573,55.0,merjena,,,19862.0,5807.0,31383.5,7716.0,120.0,A1,PISARNE
9239,2025-876-87-119779,19.01.2025,19012035,1722,7632,0.0,merjena,,,587500.0,327347.0,777188.8,189516.0,3498.0,A1,PISARNE
9286,2018-480-121-66528,12.08.2018,12082028,1959,4997,3.0,merjena,,,249004.0,125636.0,462131.6,107299.0,467.0,A1,DRUGO
9287,2018-480-121-66529,12.08.2018,12082028,1456,8,130.0,merjena,,,45978.0,27333.0,90706.5,20639.0,212.0,A1,DRUGO
9288,2018-480-121-66530,12.08.2018,12082028,1973,594,0.0,merjena,,,109215.37,46988.0,185920.11,37349.0,797.0,A1,DRUGO
